BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,MonType,MonCoinVal,MonARValue
Monster,33,41,92,Decisive Victory,1,None,10,1,0,0,0,1,0,0,119,45,33,41,47,109,40,28,41,43,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,None,0,4,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,49,63,22,Decisive Victory,1,None,3,1,0,0,0,1,0,0,52,22,12,18,25,35,12,8,15,18,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,None,1,7,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,49,58,60,Decisive Victory,1,None,10,2,0,2,0,0,0,0,87,31,29,27,44,58,20,17,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,1,2,1,0,12,2,None,1,12,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,45,59,-20,Crushing Defeat,0,None,10,1,0,0,0,1,0,1,53,21,16,16,4,48,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,None,3,22,Wounded,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,72,46,31,Decisive Victory,1,None,6,1,0,0,0,1,0,1,58,24,14,20,22,40,18,14,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2,None,0,5,Wounded,None,Lerastir,None,None,None,None,Demon,700,60
Monster,42,58,87,Decisive Victory,1,None,10,2,0,0,0,0,2,1,111,52,30,29,45,93,46,24,23,39,1,1,3,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,None,0,6,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,52,63,62,Decisive Victory,1,None,8,1,0,0,0,1,0,0,124,58,30,36,49,111,55,26,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,13,5,None,1,9,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,60,58,-23,Crushing Defeat,0,None,10,0,0,0,0,0,0,1,15,4,0,11,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,51,46,113,Decisive Victory,1,None,7,4,0,0,0,2,2,0,167,85,32,50,74,113,47,32,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,5,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,20,5,None,2,14,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,67,71,30,Decisive Victory,1,None,8,3,0,1,0,2,0,1,63,18,18,27,34,51,18,12,21,29,1,1,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,None,0,5,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,53,52,16,Heroic Victory,1,None,5,3,0,1,0,2,0,1,47,20,12,15,11,36,12,12,12,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,None,0,4,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,62,42,77,Decisive Victory,1,None,9,0,0,0,0,0,0,1,108,36,29,43,43,79,22,25,32,31,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,None,1,12,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,60,50,-9,Close Defeat,0,None,1,0,0,0,0,0,0,0,20,8,8,4,8,12,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,None,1,9,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,81,62,10,Heroic Victory,1,None,1,1,0,0,0,1,0,0,59,12,17,30,27,46,12,17,17,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,None,1,7,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,59,51,59,Decisive Victory,1,None,2,3,0,1,0,1,1,0,106,16,38,52,70,94,12,34,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,5,2,2,20,1,None,1,7,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,70,69,72,Decisive Victory,1,None,8,3,2,0,0,1,0,1,130,38,34,58,61,112,38,30,44,53,2,1,3,0,1,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,None,1,8,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,57,50,65,Decisive Victory,1,None,8,1,0,0,0,1,0,1,69,26,18,25,39,53,16,12,25,32,1,1,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,None,1,7,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,44,42,107,Decisive Victory,1,None,3,0,0,0,0,0,0,0,142,56,52,34,68,132,52,46,34,62,3,4,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,None,0,6,Wounded,None,Rebel,None,None,None,None,Troll,400,40
Monster,53,77,-6,Close Defeat,0,None,4,4,2,0,0,2,0,1,80,32,18,30,64,46,8,14,24,45,3,1,2,3,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,None,2,19,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,66,53,96,Decisive Victory,1,None,4,0,0,0,0,0,0,1,99,45,37,17,69,64,31,29,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,1,1,1,1,3,2,18,1,None,1,13,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,58,65,66,Decisive Victory,1,None,1,3,1,0,0,2,0,0,99,42,30,27,63,73,32,24,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,2,2,2,2,17,1,None,1,9,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,64,59,-29,Crushing Defeat,0,None,9,0,0,0,0,0,0,0,17,11,6,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,None,1,8,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,52,61,75,Decisive Victory,1,None,6,1,0,0,0,1,0,1,97,30,28,39,34,83,20,24,39,28,0,0,2,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,None,0,6,Slain,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,54,52,0,Draw,0,None,9,5,0,2,0,2,1,0,34,18,8,8,8,24,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,None,1,6,Slain,None,Menoriad,None,None,None,None,Giant,500,50
Monster,53,64,-51,Crushing Defeat,0,None,6,4,1,0,0,2,1,0,20,6,4,10,17,0,0,0,0,6,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,None,1,11,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,79,63,22,Decisive Victory,1,None,10,2,0,1,0,1,0,1,64,26,20,18,33,42,14,14,14,23,1,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,None,1,10,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,54,46,34,Decisive Victory,1,None,1,2,0,1,0,1,0,1,43,18,14,11,26,28,10,10,8,19,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,None,1,7,Wounded,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,42,52,46,Decisive Victory,1,None,5,2,0,0,0,2,0,1,89,26,30,33,67,78,22,30,26,62,1,3,6,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,None,0,5,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,43,59,53,Decisive Victory,1,None,7,3,1,1,0,1,0,1,109,40,36,33,59,65,22,25,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,3,0,2,2,0,16,3,None,2,16,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,59,62,17,Heroic Victory,1,None,10,2,0,0,0,1,1,1,28,20,4,4,12,17,9,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,None,0,4,Wounded,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,55,47,-1,Draw,0,None,5,5,0,1,0,2,2,0,51,24,8,19,18,24,8,8,8,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,None,2,15,Wounded,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,53,65,113,Decisive Victory,1,None,6,0,0,0,1,0,0,0,149,60,47,42,68,111,40,41,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,0,1,3,1,3,18,5,None,2,14,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,60,69,82,Decisive Victory,1,None,5,1,0,0,0,1,0,1,125,42,40,43,57,118,42,36,40,52,0,2,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,None,0,5,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,70,56,57,Decisive Victory,1,None,9,3,0,1,0,2,0,1,51,21,12,18,29,45,15,12,18,27,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,None,0,2,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,41,54,-28,Crushing Defeat,0,None,4,1,0,0,0,1,0,0,30,14,8,8,4,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,None,2,15,Wounded,None,Lerastir,None,None,None,None,Giant,500,50
Monster,49,56,-53,Crushing Defeat,0,None,8,0,0,0,0,0,0,1,16,4,4,8,3,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,None,1,8,Unharmed,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,57,67,-3,Close Defeat,0,None,6,3,1,0,0,2,0,0,48,26,14,8,20,24,8,8,8,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,None,2,17,Slain,None,Rebel,None,None,None,None,Giant,500,50
Monster,57,58,2,Draw,0,None,5,0,0,0,0,0,0,0,28,8,12,8,4,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,None,0,6,Wounded,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,66,57,87,Decisive Victory,1,None,7,1,0,0,0,1,0,1,110,52,24,34,44,75,28,24,23,28,0,0,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,None,2,16,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,56,50,51,Decisive Victory,1,None,7,1,1,0,0,0,0,1,87,42,26,19,53,69,32,18,19,45,0,0,0,0,0,0,0,0,0,3,2,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,None,1,8,Wounded,None,Beladimir,None,None,None,None,Giant,500,50
Monster,61,58,89,Decisive Victory,1,None,6,1,0,1,0,0,0,0,119,61,38,20,77,97,57,26,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,20,1,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,67,43,69,Decisive Victory,1,None,3,2,0,0,0,1,1,1,70,24,20,26,7,60,20,20,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,None,1,8,Wounded,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,56,63,21,Decisive Victory,1,None,8,1,0,0,0,1,0,1,79,58,18,3,67,63,46,14,3,63,2,1,1,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,None,0,4,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,59,49,63,Decisive Victory,1,None,1,5,1,2,0,2,0,0,87,39,38,10,59,81,39,32,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,5,0,4,1,0,0,0,0,0,0,0,0,0,0,15,1,None,0,2,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,58,51,57,Decisive Victory,1,None,8,4,1,0,0,1,2,1,68,46,6,16,49,54,38,6,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,13,0,None,0,6,Slain,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,60,54,20,Decisive Victory,1,None,8,2,0,1,0,1,0,1,74,38,22,14,53,55,28,16,11,46,3,1,0,0,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,None,1,7,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,61,63,38,Decisive Victory,1,None,10,1,0,0,0,1,0,0,59,32,12,15,34,47,24,12,11,29,1,0,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,None,0,5,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,51,43,47,Decisive Victory,1,None,6,2,0,0,0,2,0,1,51,13,24,14,22,31,8,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,6,2,None,0,6,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,53,58,19,Heroic Victory,1,None,1,0,0,0,0,0,0,1,63,31,13,19,48,30,21,9,0,32,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,None,2,16,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,52,60,22,Decisive Victory,1,None,2,0,0,0,0,0,0,1,88,36,22,30,43,59,28,16,15,31,1,1,1,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,None,1,12,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,45,63,71,Decisive Victory,1,None,7,3,1,2,0,0,0,0,99,26,41,32,44,74,26,29,19,30,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,None,2,14,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,68,54,80,Decisive Victory,1,None,9,1,0,0,0,0,1,0,86,47,18,21,38,60,24,18,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,1,0,1,0,1,10,3,None,1,9,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,65,64,44,Decisive Victory,1,None,9,0,0,0,0,0,0,0,84,34,26,24,70,62,29,17,16,60,0,0,0,0,0,0,0,0,0,2,4,1,0,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,None,1,10,Wounded,None,Beladimir,None,None,None,None,Giant,500,50
Monster,43,53,43,Decisive Victory,1,None,10,3,1,0,0,2,0,0,100,46,36,18,65,94,46,30,18,63,4,4,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,None,0,2,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,53,56,-8,Close Defeat,0,None,8,1,0,0,0,1,0,1,46,22,12,12,8,36,12,12,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,None,1,13,Wounded,None,Rebel,None,None,None,None,Demon,700,60
Monster,58,39,89,Decisive Victory,1,None,6,6,2,2,0,1,1,0,78,20,27,31,62,57,8,18,31,52,0,0,0,0,0,0,0,0,0,5,0,0,2,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,None,1,10,Slain,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,49,61,8,Close Victory,1,None,7,0,0,0,0,0,0,0,53,14,18,21,32,29,8,8,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,2,0,9,1,None,1,9,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,39,51,94,Decisive Victory,1,None,7,3,1,0,0,2,0,0,116,43,27,46,67,101,43,21,37,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,4,4,1,1,2,19,3,None,0,5,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,39,59,8,Close Victory,1,None,8,3,0,0,0,1,2,1,87,34,25,28,62,62,20,17,25,49,0,0,0,0,0,0,0,0,0,3,0,3,1,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,None,1,13,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,61,45,114,Decisive Victory,1,None,4,4,2,0,0,1,1,0,110,48,30,32,73,79,30,20,29,56,2,3,2,2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,None,2,17,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,58,66,36,Decisive Victory,1,None,3,4,0,0,0,2,2,1,87,32,30,25,44,80,28,30,22,41,0,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,None,0,3,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,48,56,88,Decisive Victory,1,None,9,3,2,0,0,0,1,1,104,28,34,42,52,81,24,24,33,40,0,1,3,3,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,None,1,12,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,59,58,46,Decisive Victory,1,None,5,3,0,2,1,0,1,1,97,32,38,27,60,71,26,26,19,44,0,0,0,0,0,0,0,0,0,3,0,2,2,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,None,2,16,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,48,59,18,Heroic Victory,1,None,1,1,1,0,0,0,0,0,67,40,16,11,39,49,26,12,11,30,0,0,0,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,None,1,9,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,70,46,130,Decisive Victory,1,None,8,1,0,0,0,0,1,0,147,79,38,30,77,112,60,32,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,20,4,None,1,13,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,40,35,33,Decisive Victory,1,None,7,0,0,0,0,0,0,0,81,31,21,29,36,59,31,12,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,1,1,10,3,None,1,12,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,68,57,-27,Crushing Defeat,0,None,1,3,0,1,0,2,0,0,28,16,4,8,22,4,0,4,0,11,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,None,1,11,Wounded,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,46,57,-51,Crushing Defeat,0,None,2,0,0,0,0,0,0,1,28,20,4,4,12,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,None,1,13,Wounded,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,44,60,-44,Crushing Defeat,0,None,1,0,0,0,0,0,0,1,31,9,6,16,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,None,2,15,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,42,44,133,Decisive Victory,1,None,9,1,0,0,0,1,0,1,145,44,51,50,66,97,28,30,39,47,0,0,0,0,0,0,0,0,0,2,2,1,1,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,None,2,19,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,46,47,113,Decisive Victory,1,None,3,1,0,0,1,1,0,0,140,82,24,34,61,97,57,20,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,16,5,None,2,18,Unharmed,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,60,57,1,Draw,0,None,1,0,0,0,0,0,0,0,47,22,8,17,32,19,8,4,7,19,2,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,None,1,13,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,52,69,-11,Valiant Defeat,0,None,9,0,0,0,0,0,0,0,67,31,24,12,35,30,14,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,9,2,None,2,20,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,50,49,42,Decisive Victory,1,None,10,1,0,1,0,0,0,1,90,28,36,26,27,64,24,20,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,7,5,None,2,16,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,64,56,107,Decisive Victory,1,None,9,4,0,1,0,2,1,1,106,48,40,18,58,86,40,28,18,51,4,4,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,None,1,7,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
